strain,country,region,year,classification,strain,ST,K_locus,O_locus,O_type
GCF_900504565.1,UK,Europe_northern,2014,human_blood_bone_sterile,EuSCAPE_UK136,ST17,KL58,O3b,O3b
GCF_900508415.1,Czech Republic,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_CZ006,ST340,KL15,O4,O4
GCF_900516685.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES104,ST405,KL151,O4,O4
GCF_900500765.1,Greece,Europe_southern,2013,human_urogenital_urine,EuSCAPE_GR031,ST11,KL15,O4,O4
GCF_900509915.1,Austria,Europe_western,2014,human_respiratory,EuSCAPE_AT023,ST11,KL15,O4,O4
GCF_900511305.1,Czech Republic,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_CZ001,ST309,KL15,O4,O4
GCF_900511095.1,Czech Republic,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_CZ032,ST11,KL15,O4,O4
GCF_900516385.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES059,ST405,KL151,O4,O4
GCF_900506305.1,Ireland,Europe_northern,2013,human_blood_bone_sterile,EuSCAPE_IE013,ST643,KL105,O4,O4
GCF_900506355.1,Ireland,Europe_northern,2014,human_urogenital_urine,EuSCAPE_IE019,ST11,KL15,O4,O4
GCF_900512025.1,Lithuania,Europe_northern,2014,human_urogenital_urine,EuSCAPE_LT007,ST437,KL36,O4,O4
GCF_900501605.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS007,ST340,KL15,O4,O4
GCF_900502515.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS009,ST340,KL15,O4,O4
GCF_900505465.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS082,ST340,KL15,O4,O4
GCF_900505545.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS093,ST340,KL15,O4,O4
GCF_900505565.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS094,ST340,KL15,O4,O4
GCF_900505585.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS098,ST340,KL15,O4,O4
GCF_900507105.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS106,ST340,KL15,O4,O4
GCF_900507605.1,Turkey,Asia_western,2014,human_respiratory,EuSCAPE_TR007,ST37,KL15,O4,O4
GCF_900508025.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR075,ST405,KL151,O4,O4
GCF_900508055.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR077,ST405,KL151,O4,O4
GCF_900507585.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR163,ST37,KL15,O4,O4
GCF_900503855.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK058,ST340,KL15,O4,O4
GCF_900509885.1,Austria,Europe_western,2014,human_wound_trauma,EuSCAPE_AT002,ST11,KL15,O4,O4
GCF_900510165.1,Austria,Europe_western,2014,human_wound_trauma,EuSCAPE_AT006,ST11,KL15,O4,O4
GCF_900516655.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES102,ST405,KL151,O4,O4
GCF_900516645.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES103,ST392,KL27,O4,O4
GCF_900511655.1,France,Europe_western,2014,human_wound_trauma,EuSCAPE_FR028,ST405,KL151,O4,O4
GCF_900511425.1,Poland,Europe_eastern,2013,human_blood_bone_sterile,EuSCAPE_PL024,ST152,KL149,O4,O4
GCF_900504485.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO098,ST2286,KL45,O4,O4
GCF_900507095.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE103,ST392,KL27,O4,O4
GCF_900511125.1,Czech Republic,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_CZ034,ST11,KL15,O4,O4
GCF_900516265.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES050,ST405,KL151,O4,O4
GCF_900503415.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR075,ST437,KL36,O4,O4
GCF_900511385.1,Poland,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_PL020,ST152,KL149,O4,O4
GCF_900511445.1,Poland,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_PL023,ST392,KL27,O4,O4
GCF_900508355.1,Poland,Europe_eastern,2014,human_respiratory,EuSCAPE_PL053,ST152,KL149,O4,O4
GCF_900505165.1,Serbia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_RS032,ST437,KL36,O4,O4
GCF_900505235.1,Serbia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_RS040,ST437,KL36,O4,O4
GCF_900507545.1,Turkey,Asia_western,2014,human_wound_trauma,EuSCAPE_TR161,ST392,KL27,O4,O4
GCF_900511285.1,Czech Republic,Europe_eastern,2014,human_respiratory,EuSCAPE_CZ028,ST405,KL151,O4,O4
GCF_900511295.1,Czech Republic,Europe_eastern,2014,human_respiratory,EuSCAPE_CZ029,ST405,KL151,O4,O4
GCF_900512365.1,Germany,Europe_western,2014,human_wound_trauma,EuSCAPE_DE034,ST405,KL151,O4,O4
GCF_900505745.1,Croatia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_HR020,ST437,KL36,O4,O4
GCF_900514165.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT016,ST405,KL151,O4,O4
GCF_900503765.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_SC014,ST502,KL15,O4,O4
GCF_900507915.1,Turkey,Asia_western,2014,human_blood_bone_sterile,EuSCAPE_TR056,ST392,unknown,O4,O4
GCF_900509975.1,Austria,Europe_western,2014,human_urogenital_urine,EuSCAPE_AT004,ST11,KL15,O4,O4
GCF_900511175.1,Austria,Europe_western,2014,human_respiratory,EuSCAPE_AT011,ST11,KL15,O4,O4
GCF_900508275.1,Austria,Europe_western,2013,human_wound_trauma,EuSCAPE_AT025,ST392,KL27,O4,O4
GCF_900511235.1,Austria,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_AT026,ST3634,KL151,O4,O4
GCF_900509995.1,Austria,Europe_western,2013,human_abscess_pus_fluid,EuSCAPE_AT032,ST11,KL15,O4,O4
GCF_900506545.1,Belgium,Europe_western,2013,human_urogenital_urine,EuSCAPE_BE010,ST405,KL151,O4,O4
GCF_900506505.1,Belgium,Europe_western,2013,human_respiratory,EuSCAPE_BE011,ST405,KL151,O4,O4
GCF_900506535.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE014,ST405,KL151,O4,O4
GCF_900506555.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE015,ST405,KL151,O4,O4
GCF_900506575.1,Belgium,Europe_western,2014,human_abscess_pus_fluid,EuSCAPE_BE016,ST405,KL151,O4,O4
GCF_900506565.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE018,ST405,KL151,O4,O4
GCF_900506585.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE019,ST405,KL151,O4,O4
GCF_900506615.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE020,ST405,KL151,O4,O4
GCF_900506645.1,Belgium,Europe_western,2013,human_blood_bone_sterile,EuSCAPE_BE038,ST405,KL151,O4,O4
GCF_900506765.1,Belgium,Europe_western,2013,human_respiratory,EuSCAPE_BE059,ST152,KL149,O4,O4
GCF_900506855.1,Belgium,Europe_western,2014,human_wound_trauma,EuSCAPE_BE074,ST405,KL151,O4,O4
GCF_900506915.1,Belgium,Europe_western,2014,human_wound_trauma,EuSCAPE_BE080,ST405,KL151,O4,O4
GCF_900506985.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE088,ST405,KL151,O4,O4
GCF_900507065.1,Belgium,Europe_western,2014,human_wound_trauma,EuSCAPE_BE099,ST405,KL151,O4,O4
GCF_900507125.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE102,ST405,KL151,O4,O4
GCF_900507225.1,Belgium,Europe_western,2014,human_wound_trauma,EuSCAPE_BE104,ST1487,KL141,O4,O4
GCF_900507595.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE106,ST383,KL15,O4,O4
GCF_900507885.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE110,ST405,KL151,O4,O4
GCF_900510955.1,Czech Republic,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_CZ004,ST340,KL15,O4,O4
GCF_900508395.1,Czech Republic,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_CZ005,ST405,KL151,O4,O4
GCF_900511105.1,Czech Republic,Europe_eastern,2014,human_wound_trauma,EuSCAPE_CZ007,ST11,KL15,O4,O4
GCF_900510965.1,Czech Republic,Europe_eastern,2014,human_respiratory,EuSCAPE_CZ008,ST340,KL15,O4,O4
GCF_900510975.1,Czech Republic,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_CZ011,ST340,KL15,O4,O4
GCF_900511075.1,Czech Republic,Europe_eastern,2014,human_respiratory,EuSCAPE_CZ030,ST405,KL151,O4,O4
GCF_900511155.1,Czech Republic,Europe_eastern,2014,human_wound_trauma,EuSCAPE_CZ039,ST340,KL15,O4,O4
GCF_900512285.1,Germany,Europe_western,2014,human_respiratory,EuSCAPE_DE019,ST11,KL15,O4,O4
GCF_900512335.1,Germany,Europe_western,2014,human_catheter_tube_tip,EuSCAPE_DE022,ST392,KL27,O4,O4
GCF_900516405.1,Spain,Europe_southern,2013,human_respiratory,EuSCAPE_ES066,ST405,KL151,O4,O4
GCF_900516695.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES105,ST405,KL151,O4,O4
GCF_900501655.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES109,ST405,KL151,O4,O4
GCF_900517205.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES204,ST163,KL139,O4,O4
GCF_900517225.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES210,ST405,KL151,O4,O4
GCF_900517255.1,Spain,Europe_southern,2014,human_respiratory,EuSCAPE_ES211,ST405,KL151,O4,O4
GCF_900517385.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES228,ST405,KL151,O4,O4
GCF_900517365.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES234,ST392,KL27,O4,O4
GCF_900517455.1,Spain,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ES243,ST37,KL15,O4,O4
GCF_900517235.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES271,ST405,KL151,O4,O4
GCF_900517695.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES285,ST405,KL151,O4,O4
GCF_900510405.1,France,Europe_western,2013,human_urogenital_urine,EuSCAPE_FR011,ST3648,KL15,O4,O4
GCF_900510495.1,France,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_FR038,ST405,KL151,O4,O4
GCF_900511685.1,France,Europe_western,2014,human_catheter_tube_tip,EuSCAPE_FR039,ST405,KL151,O4,O4
GCF_900511665.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR047,ST405,KL151,O4,O4
GCF_900511745.1,France,Europe_western,2014,human_respiratory,EuSCAPE_FR057,ST392,KL27,O4,O4
GCF_900511805.1,France,Europe_western,2013,human_urogenital_urine,EuSCAPE_FR078,ST37,KL15,O4,O4
GCF_900502295.1,Greece,Europe_southern,2014,human_wound_trauma,EuSCAPE_GR124,ST340,KL15,O4,O4
GCF_900505675.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR003,ST437,KL36,O4,O4
GCF_900503335.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR005,ST437,KL36,O4,O4
GCF_900505665.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR007,ST437,KL36,O4,O4
GCF_900505655.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR008,ST437,KL36,O4,O4
GCF_900505685.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR010,ST437,KL36,O4,O4
GCF_900505705.1,Croatia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_HR012,ST322,KL17,O4,O4
GCF_900505765.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR016,ST437,KL36,O4,O4
GCF_900505775.1,Croatia,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_HR017,ST437,KL36,O4,O4
GCF_900505755.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR022,ST437,KL36,O4,O4
GCF_900505795.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR024,ST437,KL36,O4,O4
GCF_900505815.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR025,ST437,KL36,O4,O4
GCF_900503375.1,Croatia,Europe_southern,2014,human_wound_trauma,EuSCAPE_HR028,ST502,KL15,O4,O4
GCF_900505845.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR032,ST37,KL15,O4,O4
GCF_900505925.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR042,ST437,KL36,O4,O4
GCF_900505945.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR046,ST437,KL36,O4,O4
GCF_900505975.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR053,ST340,KL15,O4,O4
GCF_900506005.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR055,ST37,KL15,O4,O4
GCF_900506015.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR059,ST437,KL36,O4,O4
GCF_900506045.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR061,ST437,KL36,O4,O4
GCF_900506065.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR063,ST437,KL36,O4,O4
GCF_900506095.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR064,ST37,KL15,O4,O4
GCF_900506085.1,Croatia,Europe_southern,2013,human_abscess_pus_fluid,EuSCAPE_HR065,ST437,KL36,O4,O4
GCF_900506115.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR066,ST437,KL36,O4,O4
GCF_900506135.1,Croatia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_HR069,ST405,KL151,O4,O4
GCF_900506125.1,Croatia,Europe_southern,2014,human_wound_trauma,EuSCAPE_HR071,ST437,KL36,O4,O4
GCF_900506165.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR074,ST437,KL36,O4,O4
GCF_900506175.1,Croatia,Europe_southern,2014,human_wound_trauma,EuSCAPE_HR076,ST437,KL36,O4,O4
GCF_900506215.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR082,ST437,KL36,O4,O4
GCF_900506235.1,Croatia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_HR083,ST437,KL36,O4,O4
GCF_900506255.1,Croatia,Europe_southern,2014,human_wound_trauma,EuSCAPE_HR084,ST437,KL36,O4,O4
GCF_900506245.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR087,ST437,KL36,O4,O4
GCF_900505025.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR090,ST437,KL36,O4,O4
GCF_900504945.1,Croatia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_HR091,ST437,KL36,O4,O4
GCF_900504965.1,Croatia,Europe_southern,2013,human_catheter_tube_tip,EuSCAPE_HR099,ST437,KL36,O4,O4
GCF_900504995.1,Croatia,Europe_southern,2013,human_respiratory,EuSCAPE_HR102,ST37,KL15,O4,O4
GCF_900504935.1,Croatia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_HR103,ST437,KL36,O4,O4
GCF_900500965.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR106,ST437,KL36,O4,O4
GCF_900517815.1,Croatia,Europe_southern,2014,human_respiratory,EuSCAPE_HR107,ST437,KL36,O4,O4
GCF_900517825.1,Croatia,Europe_southern,2014,human_respiratory,EuSCAPE_HR108,ST437,KL36,O4,O4
GCF_900513505.1,Israel,Asia_western,2013,human_respiratory,EuSCAPE_IL050,ST37,KL15,O4,O4
GCF_900513795.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL085,ST392,KL27,O4,O4
GCF_900512905.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT027,ST405,KL151,O4,O4
GCF_900515335.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT185,ST405,KL151,O4,O4
GCF_900514625.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT247,ST405,KL151,O4,O4
GCF_900516065.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT327,ST405,KL151,O4,O4
GCF_900516115.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT348,ST37,KL15,O4,O4
GCF_900515505.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT383,ST405,KL151,O4,O4
GCF_900512065.1,Lithuania,Europe_northern,2014,human_urogenital_urine,EuSCAPE_LT006,ST405,KL151,O4,O4
GCF_900503635.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU005,ST392,KL27,O4,O4
GCF_900503655.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU006,ST37,KL15,O4,O4
GCF_900503595.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU009,ST37,KL15,O4,O4
GCF_900503745.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU018,ST37,KL15,O4,O4
GCF_900503735.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU019,ST37,KL15,O4,O4
GCF_900511865.1,Malta,Europe_southern,2013,human_wound_trauma,EuSCAPE_MT002,ST11,KL15,O4,O4
GCF_900511895.1,Malta,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_MT005,ST11,KL15,O4,O4
GCF_900511905.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT009,ST11,KL15,O4,O4
GCF_900511965.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT011,ST11,KL15,O4,O4
GCF_900511985.1,Malta,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_MT013,ST11,KL15,O4,O4
GCF_900512005.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT016,ST11,KL15,O4,O4
GCF_900512015.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT017,ST11,KL15,O4,O4
GCF_900511355.1,Poland,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_PL001,ST152,KL149,O4,O4
GCF_900508335.1,Poland,Europe_eastern,2013,human_blood_bone_sterile,EuSCAPE_PL047,ST152,KL149,O4,O4
GCF_900511535.1,Poland,Europe_eastern,2014,human_wound_trauma,EuSCAPE_PL051,ST152,KL149,O4,O4
GCF_900502105.1,Portugal,Europe_southern,2013,human_respiratory,EuSCAPE_PT087,ST405,KL151,O4,O4
GCF_900503875.1,Romania,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_RO007,ST11,KL15,O4,O4
GCF_900504535.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO017,ST37,KL15,O4,O4
GCF_900504515.1,Romania,Europe_eastern,2014,human_abscess_pus_fluid,EuSCAPE_RO021,ST37,KL15,O4,O4
GCF_900504705.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO041,ST147,KL27,O4,O4
GCF_900502455.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS002,ST437,KL36,O4,O4
GCF_900505055.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS014,ST340,KL15,O4,O4
GCF_900505115.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS021,ST340,KL15,O4,O4
GCF_900505105.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS022,ST340,KL15,O4,O4
GCF_900505155.1,Serbia,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_RS029,ST437,KL36,O4,O4
GCF_900503435.1,Serbia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_RS031,ST437,KL36,O4,O4
GCF_900505225.1,Serbia,Europe_southern,2014,human_wound_trauma,EuSCAPE_RS041,ST340,KL15,O4,O4
GCF_900503485.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS045,ST340,KL15,O4,O4
GCF_900505265.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS048,ST340,KL15,O4,O4
GCF_900505295.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS049,ST340,KL15,O4,O4
GCF_900503495.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS051,ST340,KL15,O4,O4
GCF_900505325.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS056,ST340,KL15,O4,O4
GCF_900505355.1,Serbia,Europe_southern,2013,human_respiratory,EuSCAPE_RS057,ST437,KL36,O4,O4
GCF_900505385.1,Serbia,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_RS064,ST437,KL36,O4,O4
GCF_900503555.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS072,ST437,KL36,O4,O4
GCF_900505405.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS075,ST340,KL15,O4,O4
GCF_900505455.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS080,ST340,KL15,O4,O4
GCF_900503575.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS081,ST340,KL15,O4,O4
GCF_900503605.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS102,ST437,KL36,O4,O4
GCF_900507085.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS107,ST340,KL15,O4,O4
GCF_900507175.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS119,ST340,KL15,O4,O4
GCF_900503015.1,Slovenia,Europe_southern,2014,human_respiratory,EuSCAPE_SI004,ST437,KL36,O4,O4
GCF_900510875.1,Slovakia,Europe_eastern,2014,human_respiratory,EuSCAPE_SK039,ST340,KL15,O4,O4
GCF_900507765.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR031,ST345,KL15,O4,O4
GCF_900507815.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR038,ST309,KL15,O4,O4
GCF_900508095.1,Turkey,Asia_western,2014,human_wound_trauma,EuSCAPE_TR088,ST405,KL151,O4,O4
GCF_900507255.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR099,ST37,KL15,O4,O4
GCF_900507455.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR139,ST405,KL151,O4,O4
GCF_900508595.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR184,ST11,KL15,O4,O4
GCF_900503115.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK075,ST11,KL15,O4,O4
GCF_900503155.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK104,ST405,KL151,O4,O4
GCF_900503245.1,UK,Europe_northern,2014,human_blood_bone_sterile,EuSCAPE_UK121,ST37,KL15,O4,O4
GCF_900511625.1,Estonia,Europe_northern,2014,human_urogenital_urine,EuSCAPE_EE004,ST17,KL25,O5,O5
GCF_900504825.1,UK,Europe_northern,2014,human_respiratory,EuSCAPE_UK028,ST336,KL25,O5,O5
GCF_900506925.1,Belgium,Europe_western,2014,human_respiratory,EuSCAPE_BE078,ST788,KL25,O5,O5
GCF_900506955.1,Belgium,Europe_western,2014,human_urogenital_urine,EuSCAPE_BE081,ST788,KL25,O5,O5
GCF_900511055.1,Czech Republic,Europe_eastern,2014,human_respiratory,EuSCAPE_CZ031,ST17,KL25,O5,O5
GCF_900511915.1,Germany,Europe_western,2014,human_urogenital_urine,EuSCAPE_DE013,ST17,KL25,O5,O5
GCF_900512565.1,Germany,Europe_western,2014,human_wound_trauma,EuSCAPE_DE057,ST17,KL25,O5,O5
GCF_900509985.1,Estonia,Europe_northern,2014,human_urogenital_urine,EuSCAPE_EE003,ST17,KL25,O5,O5
GCF_900510045.1,Estonia,Europe_northern,2014,human_wound_trauma,EuSCAPE_EE018,ST17,KL25,O5,O5
GCF_900516705.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES106,ST17,KL25,O5,O5
GCF_900517635.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES281,ST134,KL25,O5,O5
GCF_900511595.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR017,ST902,KL125,O5,O5
GCF_900511675.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR045,ST902,KL125,O5,O5
GCF_900510825.1,France,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_FR066,ST134,KL25,O5,O5
GCF_900515175.1,Italy,Europe_southern,2014,human_external,EuSCAPE_IT151,ST17,KL25,O5,O5
GCF_900516175.1,Italy,Europe_southern,2014,human_external,EuSCAPE_IT358,ST17,KL25,O5,O5
GCF_900502815.1,Portugal,Europe_southern,2014,human_respiratory,EuSCAPE_PT023,ST17,KL25,O5,O5
GCF_900501665.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT030,ST17,KL25,O5,O5
GCF_900501755.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT042,ST17,KL25,O5,O5
GCF_900501815.1,Portugal,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_PT051,ST17,KL25,O5,O5
GCF_900501975.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT065,ST17,KL25,O5,O5
GCF_900501985.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT068,ST17,KL25,O5,O5
GCF_900504595.1,Romania,Europe_eastern,2013,human_respiratory,EuSCAPE_RO031,ST336,KL25,O5,O5
GCF_900504195.1,Romania,Europe_eastern,2013,human_wound_trauma,EuSCAPE_RO071,ST336,KL25,O5,O5
GCF_900504235.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO074,ST336,KL25,O5,O5
GCF_900507245.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR095,ST336,KL25,O5,O5
GCF_900508615.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR190,ST17,KL25,O5,O5
GCF_900508605.1,Turkey,Asia_western,2014,human_respiratory,EuSCAPE_TR191,ST17,KL25,O5,O5
GCF_900508645.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR193,ST17,KL25,O5,O5
GCF_900509065.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR261,ST17,KL25,O5,O5
GCF_900504805.1,UK,Europe_northern,2014,human_respiratory,EuSCAPE_UK026,ST336,KL25,O5,O5
GCF_900515235.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT169,ST902,unknown,O5,O5
GCF_900515065.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT141,ST1626,KL151,O5,O5
GCF_900515085.1,Italy,Europe_southern,2014,human,EuSCAPE_IT147,ST1626,KL151,O5,O5
GCF_900512035.1,Lithuania,Europe_northern,2014,human_wound_trauma,EuSCAPE_LT003,ST1626,KL151,O5,O5
